_id,beerName,abv,ibu,style,ounces,breweryId,
1443,Trebuchet Double IPA,0.093,,American Double / Imperial IPA,16,10,
1352,Contemplation,0.065,,Bière de Garde,16,10,
1267,Black Rabbit,0.05,,American Black Ale,16,10,
1266,Zaison,0.09,,Saison / Farmhouse Ale,16,10,
1178,Vivant Tripel,0.082,,Tripel,16,10,
1136,Tart Side of the Moon,0.098,,Belgian Dark Ale,16,10,
1044,Big Red Coq,0.06,,American Amber / Red Ale,16,10,
1033,Hubris Quadrupel Anniversary Ale,0.099,,Quadrupel (Quad),16,10,
1031,Plow Horse Belgian Style Imperial Stout,0.095,,American Double / Imperial Stout,16,10,
909,Escoffier Bretta Ale,0.092,,American Wild Ale,16,10,
873,Contemplation (2012),0.065,,Bière de Garde,16,10,
860,Vivant Belgian Style Imperial Stout (2012),0.099,,Russian Imperial Stout,16,10,
677,Big Red Coq (2012),0.062,,American Amber / Red Ale,16,10,
671,Zaison (2012),0.09,,Saison / Farmhouse Ale,16,10,
670,Vivant Tripel (2012),0.092,,Tripel,16,10,
669,Trebuchet Double IPA (2012),0.097,,Belgian IPA,16,10,
627,Kludde,0.085,,Belgian Strong Dark Ale,16,10,
387,Farm Hand,0.055,,Saison / Farmhouse Ale,16,10,
385,Solitude,0.06,,Belgian Pale Ale,16,10,
384,Triomphe,0.065,,Belgian IPA,16,10,
1096,Tampa Pale Ale,,,American Pale Ale (APA),12,467,
1095,Orange Grove Wheat Ale,,,American Pale Wheat Ale,12,467,
2456,Broad Brook Ale,0.061,,American Amber / Red Ale,16,89,
921,Northern Lights Amber Ale,0.05,15,American Amber / Red Ale,12,493,
920,Polar Pale Ale,0.052,17,American Pale Ale (APA),12,493,
919,Chugach Session Ale,0.048,,Cream Ale,12,493,
648,Fairweather IPA,0.061,64,American IPA,12,493,
1279,East India Pale Ale,0.068,47,English India Pale Ale (IPA),16,437,
756,Brooklyn Summer Ale,0.045,,English Pale Mild Ale,12,437,
566,East India Pale Ale,0.068,47,English India Pale Ale (IPA),12,437,
328,Brooklyn Summer Ale (2011),0.045,,English Pale Mild Ale,12,437,
66,Brooklyn Lager (16 oz.),0.052,,American Amber / Red Lager,16,437,
65,Brooklyn Lager (12 oz.),0.052,,American Amber / Red Lager,12,437,
538,Tour de Nez Belgian IPA (Current),0.08,,Belgian IPA,16,530,
504,Roler Bock (Current),,,Maibock / Helles Bock,16,530,
383,Black Adder IBA (Current),0.073,85,American Black Ale,16,530,
29,Very Noddy Lager (Current),0.099,,Schwarzbier,16,530,
28,Tule Duck Red Ale (Current),0.062,42,American Amber / Red Ale,16,530,
27,Original Orange Blossom Ale (Current),0.058,35,Herbed / Spiced Beer,16,530,
26,Black Noddy Lager (Current),0.052,40,Schwarzbier,16,530,
1627,Cleveland Beer Week 2013,0.053,,Munich Helles Lager,16,357,
2552,Painted Turtle,0.045,,American Pale Ale (APA),12,56,
2125,1836,0.06,40,American Blonde Ale,12,214,
2124,Summer's Wit,0.06,20,Witbier,12,214,
2123,More Cowbell,0.09,118,American Double / Imperial IPA,16,214,
2608,Wrath of Pele,0.065,,American Brown Ale,16,24,
2607,Black Beer'd,0.068,,American Black Ale,16,24,
2606,Mr. Tea,0.078,,Fruit / Vegetable Beer,24,24,
2478,Pale Alement,0.055,40,American Pale Ale (APA),12,24,
2471,Hopkick Dropkick,0.099,115,American Double / Imperial IPA,12,24,
2470,Kreamed Corn,0.06,,Cream Ale,12,24,
2464,Coconoats,0.065,,American Pale Wheat Ale,16,24,
2160,Joey Wheat,0.068,16,American Pale Wheat Ale,16,24,
2158,3:33 Black IPA,0.072,86,American IPA,16,24,
2072,MCA,0.068,,American IPA,16,24,
2054,Pale Alement,0.055,40,American Pale Ale (APA),16,24,
2196,Couch Select Lager,0.05,14,American Pale Lager,12,197,
668,Mucho Aloha Hawaiian Pale Ale,0.056,36,American Pale Ale (APA),12,517,
52,Heinnieweisse Weissebier,0.049,,Hefeweizen,12,556,
51,Snapperhead IPA,0.068,,American IPA,12,556,
50,Moo Thunder Stout,0.049,,Milk / Sweet Stout,12,556,
49,Porkslap Pale Ale,0.043,,American Pale Ale (APA),12,556,
2657,Blackbeard,0.093,,American Double / Imperial Stout,12,5,
2656,Rye Knot,0.062,,American Brown Ale,12,5,
2655,Dead Arm,0.06,,American Pale Ale (APA),12,5,
2654,32°/50° Kölsch ,0.048,,Kölsch,16,5,
2653,HopArt,0.077,,American IPA,16,5,
2652,Boy King,0.097,,American Double / Imperial IPA,16,5,
2252,Gran Sport,0.052,,American Porter,16,182,
2214,Horny Toad Cerveza,0.053,25,American Blonde Ale,16,182,
2213,Native Amber,0.063,35,American Amber / Red Ale,16,182,
1442,F5 IPA,0.068,100,American IPA,16,182,
170,Native Amber (2013),0.063,35,American Amber / Red Ale,16,182,
169,Horny Toad Cerveza (2013),0.053,25,American Blonde Ale,16,182,
2315,Hopportunity Knocks IPA,0.068,100,American IPA,12,155,
1808,Pilot Rock Porter,0.06,,American Porter,12,155,
1419,Caldera Pale Ale,0.056,55,American Pale Ale (APA),12,155,
878,Lawnmower Lager,0.039,16,American Adjunct Lager,12,155,
794,Ashland Amber Ale (2009),0.054,24,American Amber / Red Ale,12,155,
793,Caldera IPA (2009),0.061,94,American IPA,12,155,
792,Caldera IPA (2007),0.061,94,American IPA,12,155,
791,Caldera Pale Ale (2010),0.056,55,American Pale Ale (APA),12,155,
790,Caldera Pale Ale (2009),0.056,55,American Pale Ale (APA),12,155,
789,Caldera Pale Ale (2005),0.056,55,American Pale Ale (APA),12,155,
788,Caldera Pale Ale (2007),0.056,55,American Pale Ale (APA),12,155,
38,Caldera Pale Ale (2011),0.056,55,American Pale Ale (APA),12,155,
37,Ashland Amber Ale,0.054,24,American Amber / Red Ale,12,155,
36,Caldera IPA,0.061,94,American IPA,12,155,
2257,Remain in Light,0.05,,American Pilsner,12,178,
2256,Flower Child (2014),0.065,,American IPA,12,178,
870,THP White (2006),,,Witbier,12,497,
869,THP Amber (2006),,,American Amber / Red Ale,12,497,
868,THP Light (2006),,,American Blonde Ale,12,497,
867,THP Dark (2006),,,English Dark Mild Ale,12,497,
2068,Imperial Pumpkin Stout,0.099,43,Pumpkin Ale,16,230,
2067,Dead-Eye DIPA,0.09,130,American Double / Imperial IPA,16,230,
2066,Fisherman's IPA,0.055,64,American IPA,12,230,
2065,Fisherman's Pils,0.054,35,German Pilsener,12,230,
2064,Fisherman's Brew,0.055,30,American Amber / Red Ale,12,230,
1928,Cape Cod Red,0.055,35,American Amber / Red Ale,16,267,
1927,Beach Blonde,0.049,10,American Blonde Ale,16,267,
2227,Dark Voyage Black IPA (2013),0.065,80,American Black Ale,12,192,
2226,Wisconsin Amber,0.052,28,Vienna Lager,12,192,
2225,Lake House,0.046,18,Munich Helles Lager,12,192,
1954,Ghost Ship White IPA,0.056,55,American IPA,12,192,
1910,Lake House,0.046,18,Munich Helles Lager,16,192,
1177,Mutiny IPA,0.062,70,American IPA,12,192,
840,Wisconsin Amber (1998),0.052,,Vienna Lager,12,192,
180,Island Wheat,0.042,,American Pale Wheat Ale,12,192,
63,Wisconsin Amber (2013),0.052,,Vienna Lager,12,192,
62,U.S. Pale Ale,0.05,,American Pale Ale (APA),12,192,
61,Supper Club Lager,,,American Pale Lager,12,192,
784,Carolina Lighthouse (2007),0.04,,American Blonde Ale,12,504,
783,Carolina Blonde (2006),0.05,,American Blonde Ale,12,504,
782,Carolina Blonde Light (2005),0.035,,American Blonde Ale,12,504,
2255,Santa's Secret,0.059,22,Winter Warmer,16,179,
530,Flagship IPA,0.057,,English India Pale Ale (IPA),12,179,
427,Sky Blue Golden Ale,0.051,,Kölsch,12,179,
2094,Epitome,0.099,100,American Black Ale,16,222,
1941,Monkey Chased the Weasel,0.039,9,Berliner Weissbier,16,222,
1940,077XX,0.078,80,American Double / Imperial IPA,16,222,
1439,Boat Beer,0.042,35,American IPA,12,222,
1465,Granny Smith Hard Apple Cider,0.069,,Cider,16,404,
1464,Dry Hard Apple Cider,0.069,,Cider,16,404,
1744,Farmer Ted's Cream Ale,0.056,,Cream Ale,12,331,
1743,Firewater India Pale Ale,0.052,,American IPA,12,331,
1742,White Zombie Ale,0.047,,Witbier,12,331,
1719,King Winterbolt Winter Ale,0.07,,Winter Warmer,12,331,
638,White Zombie Ale,0.047,,Witbier,12,331,
507,Firewater India Pale Ale,0.052,,American IPA,12,331,
480,Farmer Ted's Farmhouse Cream Ale,0.056,,Cream Ale,12,331,
1882,Whitecap Wit,0.048,16,Witbier,16,285,
1881,Seiche Scottish Ale,0.078,16,Scottish Ale,16,285,
2446,Peanut Butter Jelly Time,0.058,,American Brown Ale,12,96,
2106,King Coconut,0.054,,American Porter,12,96,
2600,Gone A-Rye,0.085,90,American Double / Imperial IPA,16,29,
2210,Special Release,,,,16,29,
2052,Dankosaurus,0.068,70,American IPA,16,29,
1584,Scruffy's Smoked Alt,0.051,35,Smoked Beer,16,29,
1182,Elliott's Phoned Home Pale Ale,0.051,36,American Pale Ale (APA),16,29,
1050,The Lawn Ranger,0.05,18,Cream Ale,16,29,
1219,All American Blonde Ale,0.05,,American Blonde Ale,12,452,
1218,All American Red Ale,0.05,,American Amber / Red Ale,12,452,
2377,Main St. Virginia Ale,0.05,40,Altbier,12,122,
1839,Chin Music Amber Lager,0.045,24,American Amber / Red Lager,12,122,
1248,Main St. Virginia Ale,0.05,40,Altbier,12,122,
1247,Ray Ray’s Pale Ale,0.052,42,American Pale Ale (APA),12,122,
1649,Chai Ale,0.051,15,Herbed / Spiced Beer,16,350,
1648,Lucky Day IPA,0.072,85,American IPA,16,350,
1647,Terrace Hill Double IPA,0.095,99,American Double / Imperial IPA,16,350,
1646,Catch 23,0.075,77,American Black Ale,16,350,
2057,Stickin' In My Rye,0.07,,Rye Beer,24,236,
2056,Black Me Stout,0.06,45,American Stout,12,236,
2055,Killer Kolsch,0.05,22,Kölsch,12,236,
1933,Missile IPA,0.07,65,American IPA,12,236,
2019,Enlighten,0.045,,Kölsch,16,250,
2018,Ale Cider,0.065,8,Fruit / Vegetable Beer,16,250,
2017,Pail Ale,0.055,30,American Pale Ale (APA),16,250,
2016,Englishman,0.045,,English Brown Ale,16,250,
2080,8 Barrel,0.08,69,American Strong Ale,16,226,
2079,Oktoberfest,0.055,40,Märzen / Oktoberfest,16,226,
2380,IPA #11,0.057,58,American IPA,16,121,
2379,Blood Orange Honey,0.057,10,Fruit / Vegetable Beer,16,121,
2354,Lighthouse Amber,0.052,,Altbier,16,121,
2440,Bay of Bengal Double IPA (2014),0.089,126,American Double / Imperial IPA,12,99,
567,Churchkey Pilsner Style Beer,0.049,29,American Pilsner,12,526,
1342,First Press,0.05,,Cider,12,425,
1341,Magic Apple,0.05,,Cider,12,425,
2349,Cubano Espresso,0.055,25,Bock,12,141,
2014,Operation Homefront,0.062,65,American IPA,12,141,
2013,Wandering Pelican,0.082,65,American Black Ale,12,141,
2012,Sugar Plum,0.055,,American Brown Ale,12,141,
2011,Oktoberfest,0.055,,Märzen / Oktoberfest,12,141,
2010,Puppy's Breath Porter,0.06,,American Porter,12,141,
2009,Happening Now,0.045,,American IPA,12,141,
1726,Hopped on the High Seas (Hop #529),0.07,60,American IPA,12,141,
1725,Hopped on the High Seas (Calypso),0.07,60,American IPA,12,141,
1695,Wiregrass Post-Prohibition Ale,0.063,,American Pale Ale (APA),12,141,
1694,Dry-Hopped On The High Seas Caribbean-Style IPA,0.07,60,American IPA,12,141,
1693,Hopped on the High Seas (Citra),0.07,60,American IPA,12,141,
1692,Hopped on the High Seas (Ahtanum),0.07,60,American IPA,12,141,
1369,Gwar Beer,0.055,,American Pale Ale (APA),12,141,
1243,Tropical Heatwave,0.052,,American Pale Wheat Ale,16,141,
1142,Humidor Series India Pale Ale,0.075,70,American IPA,12,141,
1141,Jai Alai IPA Aged on White Oak,0.075,70,American IPA,12,141,
1140,José Martí American Porter,0.08,65,American Porter,12,141,
1139,Invasion Pale Ale,0.05,,American Pale Ale (APA),12,141,
1138,Maduro Brown Ale,0.055,25,English Brown Ale,12,141,
571,Maduro Brown Ale,0.055,25,American Brown Ale,12,141,
570,Hotter Than Helles Lager,0.05,,Munich Helles Lager,12,141,
569,Tocobaga Red Ale,0.072,75,American Amber / Red Ale,12,141,
546,Jai Alai IPA,0.075,70,American IPA,12,141,
545,Florida Cracker Belgian Wit,0.05,18,Witbier,12,141,
2338,Shark Tracker Light lager,0.048,,Light Lager,12,145,
1365,Pumple Drumkin,0.06,,Pumpkin Ale,12,145,
1094,Grey Lady,0.045,,Witbier,12,145,
657,Summer of Lager,0.062,,Munich Helles Lager,12,145,
656,Indie Pale Ale,0.065,,American IPA,12,145,
359,Sankaty Light Lager,0.038,,Light Lager,12,145,
56,Whale's Tale Pale Ale,0.056,,English Pale Ale,12,145,
1772,Jacaranada Rye IPA,0.067,60,American IPA,16,320,
1393,Cascadian Dark Ale,0.06,75,American Black Ale,12,418,
893,Wheat the People,0.044,13,American Pale Wheat Ale,16,418,
1407,Tybee Island Blonde,0.047,17,American Blonde Ale,12,415,
1406,Savannah Brown Ale,0.062,55,American Brown Ale,12,415,
2438,Rhode Island Blueberry,0.046,11,Kölsch,12,101,
2437,Newport Storm IPA,0.065,75,American IPA,12,101,
751,Hurricane Amber Ale (2004),0.052,24,American Amber / Red Ale,12,101,
120,Hurricane Amber Ale,0.052,24,American Amber / Red Ale,12,101,
2061,Big Blue Van,0.058,,Fruit / Vegetable Beer,16,232,
970,Des Moines IPA,0.068,75,American IPA,16,482,
969,Capital Gold Golden Lager,0.048,22,German Pilsener,16,482,
968,Farmer John's Multi-Grain Ale,0.056,21,American Blonde Ale,16,482,
2351,Behemoth,0.05,,American Pilsner,12,139,
1650,Arkansas Red,0.052,,American Amber / Red Ale,12,139,
1337,Core Oatmeal Stout,0.057,,Oatmeal Stout,12,139,
1336,Core ESB,0.061,,Extra Special / Strong Bitter (ESB),12,139,
737,Chester's Beer (2005),0.038,,American Pale Lager,12,512,
129,Heiner Brau Kölsch,0.05,,Kölsch,12,553,
716,Trigger Blonde Ale,0.048,,American Blonde Ale,16,515,
659,Crabtree Oatmeal Stout,0.075,29,Oatmeal Stout,16,515,
556,Eclipse Black IPA,0.077,71,American Black Ale,16,515,
2538,Neomexicanus Native,0.06,46,American Pale Ale (APA),12,63,
2355,Old Soul,0.075,25,Belgian Strong Pale Ale,12,63,
1689,Snowcat Coffee Stout,0.059,,American Stout,12,63,
1163,WinterWonderGrass Festival Ale,,,American Amber / Red Ale,12,63,
940,Boohai Red Ale,,,American Amber / Red Ale,12,63,
685,Lava Lake Wit,0.052,15,Witbier,12,63,
613,Mountain Livin' Pale Ale,0.06,,American Pale Ale (APA),12,63,
356,Crazy Mountain Amber Ale,0.052,25,American Amber / Red Ale,12,63,
2029,Tropicalia,0.065,65,American IPA,12,247,
2028,Athena,0.045,,Berliner Weissbier,12,247,
2293,Aviator Raspberry Blonde,0.049,25,American Blonde Ale,12,169,
1105,3 Picket Porter,0.055,,American Porter,12,169,
1104,Rusty Nail Pale Ale,0.056,,American Pale Ale (APA),12,169,
2145,Red Water Irish Style Red,0.065,,American Amber / Red Ale,12,212,
1804,Mjöllnir,0.066,,Herbed / Spiced Beer,12,212,
1602,Bear Butte Nut Brown Ale,0.055,,American Brown Ale,12,212,
1301,Easy Livin' Summer Ale,0.045,,American Blonde Ale,12,212,
542,Canyon Cream Ale,0.055,,Cream Ale,12,212,
272,Pile O'Dirt Porter,0.069,,American Porter,12,212,
271,11th Hour IPA,0.06,,American IPA,12,212,
1057,South Ridge Amber Ale,0.06,31,American Amber / Red Ale,16,472,
681,Summertime Ale,0.052,23,Kölsch,16,472,
1789,Lost River Blonde Ale,0.049,,American Blonde Ale,16,315,
1788,Monon Wheat,0.054,,Witbier,16,315,
1787,Floyd's Folly,0.08,,Scottish Ale,16,315,
1786,Half Court IPA,0.063,,American IPA,16,315,
1763,Geary's Pale Ale,0.045,,English Pale Ale,12,323,
1311,Geary's Summer Ale,0.06,,Kölsch,12,323,
2078,Stone of Arbroath,0.08,,Scotch Ale / Wee Heavy,12,227,
1809,The Tradition,0.05,15,American Blonde Ale,12,227,
1263,El Hefe Speaks,0.053,11,Hefeweizen,12,227,
1092,Penn Quarter Porter,0.055,,American Porter,12,227,
851,On the Wings of Armageddon,0.092,115,American Double / Imperial IPA,12,227,
186,The Corruption,0.065,80,American IPA,12,227,
185,The Citizen,0.07,,Belgian Pale Ale,12,227,
184,The Public,0.06,,American Pale Ale (APA),12,227,
1224,Dank IPA,0.065,,American IPA,16,451,
964,Dank IPA (2012),0.065,,American IPA,16,451,
1623,Lift Off IPA,0.072,,American IPA,16,358,
110,BrewFarm Select Golden Lager,0.055,,American Pale Lager,12,554,
1735,Sprocket Blonde Ale (2006),0.05,,American Blonde Ale,12,333,
1734,Sprocket Pale Ale (2006),0.05,,American Pale Ale (APA),12,333,
1746,Dead Armadillo Amber Ale,0.063,37,American Amber / Red Ale,12,330,
2371,Neato Bandito,0.06,,Euro Pale Lager,12,127,
2251,Oak Cliff Coffee Ale,0.075,33,American Brown Ale,12,127,
2166,Dream Crusher Double IPA,0.085,100,American Double / Imperial IPA,12,127,
1827,Deep Ellum Pale Ale,0.06,,American Pale Ale (APA),12,127,
1203,Double Brown Stout,0.07,,Baltic Porter,12,127,
1202,Farmhouse Wit,0.048,25,Saison / Farmhouse Ale,16,127,
1161,Rye Pils Session Lager,0.046,,German Pilsener,12,127,
946,Dallas Blonde,0.052,23,American Blonde Ale,12,127,
943,Deep Ellum IPA,0.07,70,American IPA,12,127,
1886,Thrasher Session India Pale Ale,0.045,44,American IPA,12,283,
1885,Gutch English Style Mild Ale,0.05,16,English Pale Mild Ale,12,283,
1213,Chuli Stout,0.059,55,Irish Dry Stout,12,453,
1159,Mother Ale,0.056,46,American Blonde Ale,12,453,
947,Twister Creek India Pale Ale,0.065,71,American IPA,12,453,
929,Single Engine Red,0.058,46,Irish Red Ale,12,453,
1944,Incredible Pedal IPA,0.07,,American IPA,12,263,
1943,Graham Cracker Porter,0.05,,American Porter,12,263,
1210,Mirror Pond Pale Ale,0.05,40,American Pale Ale (APA),12,454,
2550,Weissenheimer,0.052,16,Hefeweizen,12,57,
2505,Abbey's Single (2015- ),0.049,22,Abbey Single Ale,12,57,
2025,Vertex IPA,0.063,76,American IPA,12,57,
2021,Here Gose Nothin',0.05,12,Gose,12,57,
2015,Strawberry Blonde,0.05,,Fruit / Vegetable Beer,12,57,
1888,Hoperation Overload,0.096,85,American Double / Imperial IPA,12,57,
1887,Abbey's Single Ale (Current),0.049,22,Abbey Single Ale,12,57,
2051,Bravo Four Point,0.044,45,American Pale Ale (APA),12,237,
1201,Striped Bass Pale Ale,0.052,26,American Pale Ale (APA),12,237,
924,Deadicated Amber,0.054,27,American Amber / Red Ale,16,491,
731,Kaleidoscope Collaboration 2012,,,American Black Ale,16,491,
730,California Sunshine Rye IPA,0.071,85,American IPA,16,491,
647,Full Boar Scotch Ale,0.074,12,Scotch Ale / Wee Heavy,16,491,
1773,12 Man Pale Ale,0.045,,American Pale Ale (APA),12,319,
1795,Filthy Hoppin' IPA,0.065,72,American IPA,16,311,
944,Dock Street Amber Beer (1992),,,American Amber / Red Ale,12,488,
524,Dolores River Hefeweizen,,,Hefeweizen,16,531,
450,Dolores River ESB,,,Extra Special / Strong Bitter (ESB),16,531,
449,Snaggletooth Double Pale Ale,,,American Double / Imperial IPA,16,531,
448,Dolores River Pale Ale,,,American Pale Ale (APA),16,531,
447,Dolores River Dry Stout,,,Irish Dry Stout,16,531,
446,Dolores River Mild,,,English Dark Mild Ale,16,531,
1246,Cranberry Blend,0.049,,Cider,12,446,
977,Orignal Blend,0.051,,Cider,12,446,
881,Hop Abomination,0.066,100,American IPA,12,496,
880,Apricot Blonde,0.051,17,Fruit / Vegetable Beer,12,496,
872,Dry Dock Hefeweizen,0.043,12,Hefeweizen,12,496,
871,Dry Dock Amber Ale,0.058,49,American Amber / Red Ale,12,496,
1685,Category 3 IPA,0.061,64,American IPA,12,340,
457,Dundee Summer Wheat Beer,0.045,18,American Pale Wheat Ale,12,538,
1590,Pumpkin Patch Ale,0.05,,Pumpkin Ale,16,369,
1382,Crank Yanker IPA,0.078,74,American IPA,16,369,
1110,River Runners Pale Ale,0.06,,American Pale Ale (APA),16,369,
1014,Pumpkin Patch Ale (2012),0.05,,Pumpkin Ale,16,369,
911,Mountain Fairy Raspberry Wheat,0.055,,Fruit / Vegetable Beer,16,369,
680,Boater Beer,0.045,,German Pilsener,16,369,
395,Crank Yanker IPA (2011),0.078,74,American IPA,16,369,
1642,Bleeding Buckeye Red Ale,0.057,,Extra Special / Strong Bitter (ESB),16,352,
673,Dottie Seattle Lager,0.049,25,American Amber / Red Lager,16,516,
1107,Nut Sack Imperial Brown Ale,0.07,,American Brown Ale,12,465,
1039,Underachiever,0.05,,American Adjunct Lager,16,473,
2477,Lil' Brainless Raspberries,0.052,,Fruit / Vegetable Beer,12,81,
2008,Element 29,0.052,,American Pale Ale (APA),12,81,
2004,Hop Syndrome,0.05,,American Pale Lager,12,81,
2003,Escape to Colorado,0.062,,American IPA,12,81,
2292,Little Sister India Style Session Ale,0.043,60,American IPA,12,170,
1504,Country Boy IPA,0.062,80,American IPA,12,170,
2604,Blonde Czich,0.049,23,American Blonde Ale,16,26,
2432,White Reaper,0.07,61,Belgian IPA,16,26,
2431,Bobblehead,0.051,,American Pale Wheat Ale,16,26,
2430,Lucky Dog,0.052,,American Pale Ale (APA),16,26,
2429,Voodoo,0.048,,American Porter,16,26,
1967,General George Patton Pilsner,0.054,48,Czech Pilsener,16,26,
2283,Nomader Weiss,0.04,,Berliner Weissbier,12,173,
2248,Molotov Lite,0.085,,American Double / Imperial IPA,16,173,
1287,Hipster Ale (Two Roads Brewing),0.055,,American Pale Ale (APA),12,173,
1286,Bikini Beer,0.027,,American IPA,12,173,
640,Hipster Ale (Westbrook Brewing),0.055,,American Pale Ale (APA),12,173,
1722,Iron Horse Pale Ale,0.05,32,American Pale Ale (APA),12,335,
1435,Stone's Throw IPA,0.045,19,Scottish Ale,12,335,
1434,Wood Chipper India Pale Ale,0.067,70,American IPA,12,335,
2089,Trail Head,0.063,55,American Pale Ale (APA),12,224,
2088,Hop Stalker Fresh Hop IPA,0.07,80,American IPA,16,224,
1455,Sudice American Stout,0.07,58,American Stout,16,405,
1454,Parcae Belgian Style Pale Ale,0.05,20,Belgian Pale Ale,16,405,
1453,Norns Roggenbier,0.05,20,Roggenbier,16,405,
1452,Laimas Kölsch Style Ale,0.05,20,Kölsch,16,405,
1451,Moirai India Pale Ale,0.07,70,American IPA,16,405,
2191,Loki Red Ale,0.075,53,American Amber / Red Ale,16,201,
1731,Peaches & Cream,0.046,,Fruit / Vegetable Beer,16,201,
1022,Quaff India Style Session Ale,0.051,,American IPA,16,201,
895,Loki Red Ale (2013),0.075,53,American Amber / Red Ale,16,201,
682,Mjolnir Imperial IPA,0.069,,American Double / Imperial IPA,16,201,
112,Fearless Scottish Ale,0.05,,Scottish Ale,16,201,
2289,Mastermind,0.081,,American Double / Imperial IPA,12,172,
2027,Hyzer Flip,0.082,,American Double / Imperial IPA,16,172,
1929,Second Fiddle,0.082,80,American Double / Imperial IPA,16,172,
1858,Hodad Porter,0.055,30,American Porter,16,172,
2591,Weiss Weiss Baby,0.045,,Kristalweizen,12,36,
2590,Czech Yo Self,0.055,45,Czech Pilsener,12,36,
1968,FMB 101,0.048,20,Kölsch,12,36,
1981,Hardcore Chimera,0.09,,American Double / Imperial IPA,16,256,
1664,Sobek & Set,0.08,80,American Black Ale,16,256,
1663,Nuclear Winter,0.086,,Belgian Strong Dark Ale,16,256,
1662,Wet Hot American Wheat Ale,0.05,22,American Pale Wheat Ale,16,256,
941,Secret Stache Stout,0.053,,American Stout,16,256,
935,Fascist Pig Ale,0.08,72,American Amber / Red Ale,16,256,
809,Cut Throat Pale Ale,0.055,,American Pale Ale (APA),16,256,
481,Threadless IPA,0.075,,American IPA,16,256,
351,Cut Throat Pale Ale (2011),0.055,,American Pale Ale (APA),16,256,
350,Golden Wing Blonde Ale,0.047,,American Blonde Ale,16,256,
2569,Easy Jack,0.045,47,American IPA,12,48,
2463,Union Jack,0.075,75,American IPA,12,48,
2462,Pivo Pils,0.053,,German Pilsener,12,48,
1957,805 Blonde Ale,0.047,,American Blonde Ale,12,48,
1733,805,0.047,20,American Blonde Ale,12,48,
2624,Deflator,0.065,,Doppelbock,16,16,
2284,Hinchtown Hammer Down,0.05,27,American Blonde Ale,16,16,
1610,Half Cycle IPA,0.06,104,American IPA,16,16,
520,Inclined Plane Ale,,,American IPA,12,532,
2554,Moped Traveler,0.055,,American Pale Ale (APA),16,54,
608,Snake Dog IPA,0.071,60,American IPA,12,521,
607,Underdog Atlantic Lager,0.047,28,American Pale Lager,12,521,
2567,Flying Mouse 8,0.04,,American Porter,12,50,
2566,Flying Mouse 4,0.07,70,American IPA,12,50,
1899,La Ferme Urbaine Farmhouse Ale,0.078,,Saison / Farmhouse Ale,12,279,
983,Backyahd IPA,0.06,,American IPA,12,279,
982,Raincloud Robust Porter,0.065,,American Porter,12,279,
981,Barstool American Golden Ale,0.045,,American Blonde Ale,12,279,
2111,What the Butler Saw,0.05,18,Witbier,12,217,
2110,1916 Shore Shiver,0.069,65,American IPA,12,217,
2172,Quick WIT,0.052,,Belgian Pale Ale,12,206,
2171,The Optimist,0.062,,American IPA,12,206,
1911,Suicide Squeeze IPA,0.045,,American IPA,16,206,
1803,Java the Hop,0.065,,American IPA,16,206,
1566,Next Adventure Black IPA,0.062,,American Black Ale,16,206,
1515,3-Way IPA (2013),0.067,,American IPA,16,206,
1214,Tender Loving Empire NWPA,0.058,,American Pale Ale (APA),16,206,
674,Quick Wit Belgianesque Ale,0.052,,Witbier,16,206,
562,Sunrise Oatmeal Pale Ale,0.055,,American Pale Ale (APA),16,206,
552,Cavatica Stout,0.088,,American Double / Imperial Stout,16,206,
319,1811 Lager,0.051,,American Amber / Red Lager,16,206,
318,Vortex IPA,0.074,97,American IPA,16,206,
2322,Fort Pitt Ale,,,American Amber / Red Ale,12,151,
2661,Park,0.047,19,American Pale Wheat Ale,12,4,
2660,Westfalia,0.056,16,American Amber / Red Ale,12,4,
2659,KSA,0.046,17,Kölsch,12,4,
2658,Villager,0.063,42,American IPA,12,4,
2625,Dirty Bastard,0.085,50,Scotch Ale / Wee Heavy,12,15,
1565,Centennial IPA,0.072,65,American IPA,12,15,
1223,All Day IPA,0.047,42,American IPA,12,15,
1874,El Chingon IPA,0.076,73,American IPA,12,287,
1873,Block Party Robust Porter,0.057,40,American Porter,12,287,
1872,Local Buzz,0.052,20,American Blonde Ale,12,287,
2613,Feel Like Maplin' Love,0.055,,Oatmeal Stout,16,22,
2612,Father's Beer,0.05,,Belgian Pale Ale,16,22,
2611,The 26th,0.06,,American IPA,16,22,
2610,The Gadget,0.064,90,American IPA,16,22,
1657,Leprechaun Lager,0.04,,American Pale Lager,12,348,
2309,Sunbru Kölsch,0.052,17,Kölsch,12,160,
1635,Kilt Lifter Scottish-Style Ale,0.06,21,,12,160,
1616,Pumpkin Porter,0.051,,American Porter,12,160,
1585,Four Peaks Peach Ale,0.042,9,Fruit / Vegetable Beer,12,160,
358,Hop Knot IPA,0.067,47,American IPA,12,160,
179,Kilt Lifter Scottish-Style Ale (2009),0.06,21,Scottish Ale,12,160,
178,Sunbru Kölsch,0.052,,Kölsch,12,160,
2428,Four String Vanilla Porter,0.06,,American Porter,12,105,
2427,Suncaster Summer Wheat,0.05,28,American Pale Wheat Ale,12,105,
2425,Brass Knuckle Pale Ale,0.057,36,American Pale Ale (APA),12,105,
2424,Big Star White IPA,0.07,70,American White IPA,12,105,
